,seq,pr_station_id,bus_line_no,bus_line_no_seq,station_nm,station_id,mobile_no,정류소명,표준정류장ID,WGS84위도,WGS84경도,관할관청,이비카드정류장ID
7040,88388,233000005,330,140,남양성지,233000767,36014.0,남양성지,233000767.0,37.2076167,126.8160667,경기도 화성시,4102893.0
7041,88389,233000005,330,141,경기남부수협.보건소,233002171,55116.0,남양보건소,233002171.0,37.2070333,126.81185,경기도 화성시,4151702.0
7042,88390,233000005,330,142,우림아파트,233000766,36010.0,우림아파트,233000766.0,37.20565,126.80613329999998,경기도 화성시,4102891.0
7043,88391,233000005,330,143,남양육리.남양1동,233000765,36007.0,남양육리.남양1동,233000765.0,37.2039833,126.80096670000002,경기도 화성시,4102888.0
7044,88392,233000005,330,144,은장고개,233001298,37114.0,은장고개,233001298.0,37.2026667,126.7882833,경기도 화성시,4102886.0
7045,88393,233000005,330,145,두곡리,233000764,37109.0,두곡리,233000764.0,37.2055333,126.7831667,경기도 화성시,4102884.0
7046,88394,233000005,330,146,재래시장.마도삼거리,233000763,37108.0,재래시장.마도삼거리,233000763.0,37.2063333,126.7808,경기도 화성시,4102883.0
7047,88395,233000005,330,147,마도사거리,233000762,37105.0,마도사거리,233000762.0,37.20715,126.7746,경기도 화성시,4170953.0
7048,88396,233000005,330,148,외국인보호소,233000761,37104.0,외국인보호소,233000761.0,37.20805,126.76711670000002,경기도 화성시,4102879.0
7049,88397,233000005,330,149,구리섬앞,233000857,37562.0,구리섬앞,233000857.0,37.2087167,126.7646,경기도 화성시,4170952.0
7050,88398,233000005,330,150,구리섬휴게소,233000760,37101.0,구리섬휴게소,233000760.0,37.2094667,126.76305,경기도 화성시,4102876.0
7051,88399,233000005,330,151,삼존리자동차성능시험장,233000759,37100.0,삼존리자동차성능시험장,233000759.0,37.2108,126.7605167,경기도 화성시,4102875.0
7052,88400,233000005,330,152,돼지고개.삼존리물미,233000877,37097.0,돼지고개.삼존리물미,233000877.0,37.2116833,126.7553833,경기도 화성시,4102873.0
7053,88401,233000005,330,153,봉가1리,233000878,37095.0,봉가1리,233000878.0,37.2122833,126.74531670000002,경기도 화성시,4107792.0
7054,88402,233000005,330,154,송산농협.사강정형외과,233000858,37089.0,송산농협.사강정형외과,233000858.0,37.21346670000001,126.7389,경기도 화성시,4102871.0
7055,88403,233000005,330,155,사강시장,233000859,37085.0,사강시장,233000859.0,37.2131833,126.7369167,경기도 화성시,4102869.0
7056,88404,233000005,330,156,사강복지회관,233000271,37081.0,사강복지회관,233000271.0,37.2128667,126.7326333,경기도 화성시,4102867.0
7057,88405,233000005,330,157,육일리.육교동입구,233000270,37370.0,육일리.육교동입구,233000270.0,37.2093667,126.72775,경기도 화성시,4196037.0
7058,88406,233000005,330,158,육일리마을회관,233000136,36440.0,육일리마을회관,233000136.0,37.2072833,126.7249833,경기도 화성시,4120445.0
7059,88407,233000005,330,159,육일리교차로,233001483,37556.0,육일리교차로,233001483.0,37.2037,126.72428329999998,경기도 화성시,4170934.0
7060,88408,233000005,330,160,육일2리.코스코밸리,233000860,37069.0,육일2리.코스코밸리,233000860.0,37.2001667,126.7228833,경기도 화성시,4102863.0
7061,88409,233000005,330,161,상안리.한국발효,233000758,37471.0,상안리.한국발효,233000758.0,37.19305,126.7166,경기도 화성시,4170812.0
7062,88410,233000005,330,162,신흥사,233000861,37061.0,신흥사,233000861.0,37.18991670000001,126.7135,경기도 화성시,4102861.0
7063,88411,233000005,330,163,상안1리,233000757,37058.0,상안1리,233000757.0,37.18515,126.70971670000002,경기도 화성시,4102858.0
7064,88412,233000005,330,164,상안1.2리,233000756,37048.0,상안1.2리,233000756.0,37.1825667,126.7064667,경기도 화성시,4102857.0
7065,88413,233000005,330,165,상안2리.SK주유소,233000862,37054.0,상안2리.SK주유소,233000862.0,37.1795833,126.70815,경기도 화성시,4102855.0
7066,88414,233000005,330,166,상안삼거리,233002316,55225.0,상안삼거리,233002316.0,37.17495,126.7061167,경기도 화성시,4120182.0
7067,88415,233000005,330,167,서신,233000863,37043.0,서신,233000863.0,37.1694333,126.70508329999998,경기도 화성시,4107883.0
7068,88416,233000005,330,168,매화리,233000324,37041.0,매화리,233000324.0,37.1687,126.7036333,경기도 화성시,4102851.0
7070,88418,233000005,330,170,목성머리,233000755,37578.0,목성머리,233000755.0,37.1731167,126.6972,경기도 화성시,4170990.0
7071,88419,233000005,330,171,광평리,233000864,37031.0,광평리,233000864.0,37.1729833,126.69441670000002,경기도 화성시,4102848.0
7072,88420,233000005,330,172,느티나무앞,233001888,37927.0,느티나무앞,233001888.0,37.1743667,126.6914,경기도 화성시,4199954.0
7073,88421,233000005,330,173,광평삼거리,233000754,37564.0,광평삼거리,233000754.0,37.1748167,126.6889167,경기도 화성시,4170947.0
7074,88422,233000005,330,174,숲풀안앞,233001876,37783.0,숲풀안앞,233001876.0,37.1742833,126.6856,경기도 화성시,4196020.0
7075,88423,233000005,330,175,장외리,233000865,37020.0,장외리,233000865.0,37.17425,126.6807,경기도 화성시,4102846.0
7077,88425,233000005,330,177,장외리.지긋말,233000866,37016.0,장외리.지긋말,233000866.0,37.1684,126.6783167,경기도 화성시,4102845.0
7078,88426,233000005,330,178,큰말입구,233000867,37015.0,큰말입구,233000867.0,37.1661167,126.67508329999998,경기도 화성시,4102843.0
7079,88427,233000005,330,179,송교1리,233000868,37012.0,송교1리,233000868.0,37.1636,126.6689,경기도 화성시,4102840.0
7080,88428,233000005,330,180,살고지입구,233001299,36947.0,살고지입구,233001299.0,37.1629167,126.66651670000002,경기도 화성시,4170654.0
7081,88429,233000005,330,181,개경촌,233000871,37007.0,개경촌,233000871.0,37.1648,126.66433329999998,경기도 화성시,4102837.0
7082,88430,233000005,330,182,제부해수탕,233000753,36763.0,제부해수탕,233000753.0,37.1671833,126.659,경기도 화성시,4170274.0
7083,88431,233000005,330,183,제부도입구,233000872,37001.0,제부도입구,233000872.0,37.1721167,126.6585333,경기도 화성시,4102835.0
7084,88432,233000005,330,184,제부도입구,233001904,55349.0,제부도입구,233001904.0,37.17255,126.65921670000002,경기도 화성시,4122097.0
7085,88433,233000005,330,185,돈말입구,233001930,55351.0,돈말입구,233001930.0,37.1748833,126.66385,경기도 화성시,4121948.0
7086,88434,233000005,330,186,장외리.오리골,233001871,55348.0,장외리.오리골,233001871.0,37.177,126.66648329999998,경기도 화성시,4121949.0
7087,88547,233000010,33-1,1,조암터미널,233000928,36013.0,조암터미널,233000928.0,37.0822333,126.8158,경기도 화성시,4131077.0
7089,88549,233000010,33-1,3,우정읍행정복지센터,233002091,55066.0,우정읍사무소,233002091.0,37.0884333,126.81655,경기도 화성시,4117404.0
7090,88550,233000010,33-1,4,삼괴중고교,233002089,55064.0,삼괴중고교,233002089.0,37.0882667,126.8211,경기도 화성시,4170468.0
7091,88551,233000010,33-1,5,조암한라비발디,233002243,37750.0,조암한라비발디,233002243.0,37.0880333,126.82371670000002,경기도 화성시,4102881.0
7092,88552,233000010,33-1,6,어은삼거리,233000931,37122.0,어은삼거리,233000931.0,37.0859167,126.8264,경기도 화성시,4131075.0
7093,88553,233000010,33-1,7,장안면행정복지센터,233000932,37126.0,장안면사무소,233000932.0,37.0787333,126.8304167,경기도 화성시,4131071.0
7094,88554,233000010,33-1,8,사랑리,233000514,37129.0,사랑리,233000514.0,37.0734333,126.834,경기도 화성시,4131069.0
7095,88555,233000010,33-1,9,덕다2리앞,233001248,37514.0,덕다2리앞,233001248.0,37.0693833,126.8376,경기도 화성시,4170871.0
7096,88556,233000010,33-1,10,덕다리입구,233001144,37490.0,덕다리입구,233001144.0,37.06765,126.83795,경기도 화성시,4170854.0
7097,88557,233000010,33-1,11,덕다리입구,233000933,37131.0,덕다리입구,233000933.0,37.0667333,126.8392667,경기도 화성시,4131067.0
7098,88558,233000010,33-1,12,독정1리,233000934,37136.0,독정1리,233000934.0,37.0667,126.84605,경기도 화성시,4131065.0
7100,88560,233000010,33-1,14,독정2리,233000935,37141.0,독정2리,233000935.0,37.0718,126.8537667,경기도 화성시,4131061.0
7102,88562,233000010,33-1,16,감드러지(독정3리),233000936,37147.0,감드러지(독정3리),233000936.0,37.07745,126.85703329999998,경기도 화성시,4131057.0
7103,88563,233000010,33-1,17,독정3리,233000512,37152.0,독정3리,233000512.0,37.0798167,126.85915,경기도 화성시,4131055.0
7104,88564,233000010,33-1,18,독정4리,233000511,37156.0,독정4리,233000511.0,37.0818833,126.8610833,경기도 화성시,4131053.0
7105,88565,233000010,33-1,19,수촌2리.황골,233000937,37160.0,수촌2리.황골,233000937.0,37.08875,126.862,경기도 화성시,4131051.0
7106,88566,233000010,33-1,20,꽃밭,233000510,37157.0,꽃밭,233000510.0,37.0931,126.8619,경기도 화성시,4131049.0
7107,88567,233000010,33-1,21,성문,233000394,37166.0,성문,233000394.0,37.1032833,126.8658,경기도 화성시,4131047.0
7108,88568,233000010,33-1,22,해창2리.능인대학원대학교,233000393,37179.0,해창2리.능인대학원대학교,233000393.0,37.1081167,126.87251670000002,경기도 화성시,4131045.0
7109,88569,233000010,33-1,23,해창리,233000392,36873.0,해창리,233000392.0,37.1126,126.8791667,경기도 화성시,4100224.0
7110,88570,233000010,33-1,24,해창1리.우리꽃식물원,233001402,37206.0,해창1리.우리꽃식물원,233001402.0,37.1130333,126.882,경기도 화성시,4131043.0
7111,88571,233000010,33-1,25,매곡리,233000391,37217.0,매곡리,233000391.0,37.11725,126.8884667,경기도 화성시,4131041.0
7112,88572,233000010,33-1,26,한국폴리텍대학,233000390,37225.0,한국폴리텍대학,233000390.0,37.1217833,126.8929,경기도 화성시,4131039.0
7114,88574,233000010,33-1,28,동양빌딩앞,233000389,36874.0,동양빌딩앞,233000389.0,37.1270167,126.9017667,경기도 화성시,4170545.0
7115,88575,233000010,33-1,29,우림아파트.화성노인회관,233000525,37250.0,우림아파트.화성노인회관,233000525.0,37.12785,126.90281670000002,경기도 화성시,4117352.0
7116,88576,233000010,33-1,30,주공아파트,233000524,37245.0,주공아파트,233000524.0,37.1304833,126.8999667,경기도 화성시,4117353.0
7117,88577,233000010,33-1,31,장짐삼거리앞,233002157,55156.0,장짐삼거리앞,233002157.0,37.1386667,126.89946670000002,경기도 화성시,4107891.0
7118,88578,233000010,33-1,32,화성중고등학교,233000526,37255.0,화성중고등학교,233000526.0,37.1380333,126.9054833,경기도 화성시,4130359.0
7119,88579,233000010,33-1,33,발안삼거리.바다마트,233001371,37273.0,발안삼거리.바다마트,233001371.0,37.1356167,126.9113,경기도 화성시,4130356.0
7120,88580,233000010,33-1,34,KEB하나은행발안지점,233001934,37940.0,KEB하나은행발안지점,233001934.0,37.1333667,126.9107833,경기도 화성시,4198442.0
7121,88581,233000010,33-1,35,발안초등학교,233000632,37464.0,발안초등학교,233000632.0,37.1310333,126.9121667,경기도 화성시,4170805.0
7122,88582,233000010,33-1,36,향남읍행정복지센터,233001023,37289.0,향남읍사무소,233001023.0,37.1315333,126.91975,경기도 화성시,4130349.0
7124,88584,233000010,33-1,38,에일린의뜰,233002103,55084.0,에일린의뜰,233002103.0,37.1278667,126.9206167,경기도 화성시,4170819.0
7127,88587,233000010,33-1,41,향남주공1.2단지,233002411,55286.0,향남주공1.2단지,233002411.0,37.1188167,126.91585,경기도 화성시,4120516.0
7128,88588,233000010,33-1,42,향남부영3단지,233002413,55288.0,향남부영3단지,233002413.0,37.11895,126.9115833,경기도 화성시,4120518.0
7130,88590,233000010,33-1,44,하길중학교,233002416,37274.0,하길중학교,233002416.0,37.11285,126.9081167,경기도 화성시,4117349.0
7131,88591,233000010,33-1,45,향남부영13단지,233002469,55322.0,향남부영13단지,233002469.0,37.1092333,126.9079,경기도 화성시,4119440.0
7133,88593,233000010,33-1,47,상신6리,233001529,37407.0,상신6리,233001529.0,37.1039667,126.90111670000002,경기도 화성시,4170760.0
7134,88594,233000010,33-1,48,상신리,233001530,37406.0,상신리,233001530.0,37.1011167,126.9016833,경기도 화성시,4170761.0
7135,88595,233000010,33-1,49,향남제약공단앞,233000813,37468.0,향남제약공단앞,233000813.0,37.0959167,126.90703329999998,경기도 화성시,4170816.0
7136,88596,233000010,33-1,50,제약공단후문.구문천1리입구,233001531,37405.0,제약공단후문.구문천1리입구,233001531.0,37.0901333,126.91035,경기도 화성시,4170762.0
7137,88597,233000010,33-1,51,구문천리,233000812,36758.0,구문천리,233000812.0,37.0873833,126.91045,경기도 화성시,4170284.0
7138,88598,233000010,33-1,52,구문천리,233000806,37469.0,구문천리,233000806.0,37.0875333,126.91095,경기도 화성시,4170814.0
7139,88599,233000010,33-1,53,제약공단후문.구문천1리입구,233000805,36759.0,제약공단후문.구문천1리입구,233000805.0,37.09015,126.91075,경기도 화성시,4170279.0
7140,88600,233000010,33-1,54,상신리,233000804,36760.0,상신리,233000804.0,37.1011333,126.90195,경기도 화성시,4170278.0
7141,88601,233000010,33-1,55,상신6리,233000803,37470.0,상신6리,233000803.0,37.1028667,126.9017167,경기도 화성시,4170813.0
7143,88603,233000010,33-1,57,향남부영13단지,233002474,55323.0,향남부영13단지,233002474.0,37.1095333,126.9081167,경기도 화성시,4119810.0
7144,88604,233000010,33-1,58,하길중학교,233002417,36697.0,하길중학교,233002417.0,37.1133,126.9087167,경기도 화성시,4171019.0
7149,88609,233000010,33-1,63,신영지웰,233002104,55080.0,신영지웰,233002104.0,37.1278,126.9210167,경기도 화성시,4151555.0
7151,88611,233000010,33-1,65,향남읍행정복지센터,233000633,37288.0,향남읍사무소,233000633.0,37.1317667,126.91915,경기도 화성시,4130350.0
7152,88612,233000010,33-1,66,화성중앙병원.발안초등학교,233001026,37269.0,화성중앙병원.발안초등학교,233001026.0,37.1311833,126.9115,경기도 화성시,4130354.0
7153,88613,233000010,33-1,67,발안농협,233000816,37265.0,발안농협,233000816.0,37.12945,126.9094167,경기도 화성시,4117351.0
7154,88614,233000010,33-1,68,동양빌딩앞,233000384,37248.0,동양빌딩앞,233000384.0,37.1272167,126.9017833,경기도 화성시,4131035.0
7155,88615,233000010,33-1,69,제암리,233001395,37230.0,제암리,233001395.0,37.1242,126.8962167,경기도 화성시,4131036.0
7156,88616,233000010,33-1,70,한국폴리텍대학,233001555,37224.0,한국폴리텍대학,233001555.0,37.1219,126.8927167,경기도 화성시,4131038.0
7157,88617,233000010,33-1,71,매곡리,233000926,37216.0,매곡리,233000926.0,37.1174333,126.8883833,경기도 화성시,4131040.0
7158,88618,233000010,33-1,72,해창1리.우리꽃식물원,233000927,37205.0,해창1리.우리꽃식물원,233000927.0,37.1131333,126.88195,경기도 화성시,4131042.0
7159,88619,233000010,33-1,73,해창리,233000442,36898.0,해창리,233000442.0,37.1124333,126.878,경기도 화성시,4199463.0
7160,88620,233000010,33-1,74,해창2리.능인대학원대학교,233000381,36845.0,해창2리.능인대학원대학교,233000381.0,37.1082,126.8722333,경기도 화성시,4170539.0
7162,88622,233000010,33-1,76,꽃밭,233000509,37158.0,꽃밭,233000509.0,37.0929667,126.8618833,경기도 화성시,4131048.0
7163,88623,233000010,33-1,77,용당골,233000508,37159.0,용당골,233000508.0,37.0887167,126.8619,경기도 화성시,4131050.0
7164,88624,233000010,33-1,78,독정4리,233000507,37155.0,독정4리,233000507.0,37.0819667,126.8609833,경기도 화성시,4131052.0
7165,88625,233000010,33-1,79,독정3리.거묵골,233000506,37151.0,독정3리.거묵골,233000506.0,37.0798,126.8590333,경기도 화성시,4131054.0
7166,88626,233000010,33-1,80,감드러지(독정3리),233000505,37148.0,감드러지(독정3리),233000505.0,37.0774167,126.85685,경기도 화성시,4131056.0
7167,88627,233000010,33-1,81,위닉스,233001774,37793.0,해태전자,233001774.0,37.0745333,126.85605,경기도 화성시,4131058.0
7168,88628,233000010,33-1,82,독정2리,233000504,37142.0,독정2리,233000504.0,37.0719167,126.8537333,경기도 화성시,4131060.0
7169,88629,233000010,33-1,83,독정삼거리,233000503,37139.0,독정삼거리,233000503.0,37.07025,126.8494667,경기도 화성시,4131063.0
7170,88630,233000010,33-1,84,독정1리,233000502,37137.0,독정1리,233000502.0,37.06685,126.84596670000002,경기도 화성시,4131064.0
7171,88631,233000010,33-1,85,덕다리입구,233000501,37132.0,덕다리입구,233000501.0,37.0668333,126.83938329999998,경기도 화성시,4131066.0
7172,88632,233000010,33-1,86,덕다리입구,233001145,37489.0,덕다리입구,233001145.0,37.0677,126.8380833,경기도 화성시,4170855.0
7173,88633,233000010,33-1,87,덕다2리앞(구래),233000500,36909.0,덕다2리앞(구래),233000500.0,37.06941670000001,126.83771670000002,경기도 화성시,4170622.0
7174,88634,233000010,33-1,88,사랑리,233000499,37130.0,사랑리,233000499.0,37.0734167,126.83425,경기도 화성시,4131068.0
7175,88635,233000010,33-1,89,장안면행정복지센터,233000498,37127.0,장안면사무소,233000498.0,37.0788167,126.83056670000002,경기도 화성시,4131070.0
