정류소명,no
신리초교,5
태평2동행정복지센터,3
철산우성아파트,1
한양대,1
대부중고등학교,1
사동행정복지센터,3
신장육교,3
홍유릉.남양주고용복지플러스센터,1
송정교.경화여고,1
한강유역환경청.미사고등학교,1
관고동,1
양도사거리,1
운평2리,1
석포삼거리,1
장애인종합복지관,1
분당구청입구.수내교,8
팜스프링아파트,1
교문사거리.인창초교,2
성안중학교,1
영화2차,1
동의당약국사거리,1
덕현농협.양주2동주민센터,1
용인터미널,1
운학동,2
경남아너스빌,1
안중주공2단지,2
한국폴리텍대학,1
성동초교,3
상록구청.상록수보건소,1
가구단지입구,3
하얀마을.백송마을,3
장기상가,2
밀알교회.구리사회복지관,1
숙곡리천불사,1
계남고교,2
영화아파트.삼성한신아파트,5
불도.정문규미술관,1
지제마을입구,1
동백동주민센터,2
대우푸르지오,1
청담고등학교,1
상신6리,2
터미널신둔홈,1
이매촌삼성아파트,3
평택항.국제여객터미널,2
수촌,1
국민은행,2
동백우체국,1
이치2리,1
서해중학교.한일아파트,1
운정광역보건지소(중),1
외국어대학교기숙사,1
성일고.힐스테이트아파트,3
삼익아파트,1
효성고등학교,2
쌍용하이츠빌라앞,1
육일리마을회관,2
동수원TG(경유),7
N마트앞,1
내손순환길삼거리,2
자재이골입구,3
큰농고지,1
안중구터미널,1
미래타운,1
광주중앙고등학교,2
외대도서관앞,1
경안중.ICT폴리텍대학,5
옥정마을16단지,1
문형삼거리,3
뫼루니육교,7
우림아파트,1
중앙저수지.성광주유소,1
이익선생묘입구,1
공군아파트,1
미리내마을,2
장촌,1
삼성반도체후문,1
괴안사거리.괴안우체국,1
한양대입구,6
중앙병원입구.송내자이아파트,1
경기테크노파크,1
중앙공원.샛별마을.라이프아파트,4
시흥시청삼거리,2
선부초등학교,1
대림한숲아파트,1
안현동,1
과천중학교.과천1단지,1
법화터널입구,5
하늘소망교회정류장,1
병목안삼거리,1
힐스테이트,1
금강아파트,1
자원재생공사,2
초부리,1
반정동(경유),2
팽성초교입구,1
선창산업,1
광명국민체육센터,1
금강cc앞시내,1
시흥등기소,1
장안타운입구.한신빌라,2
둥지박물관,3
동환아파트,2
목현동회관.쉼터,1
용소.직사.칠곡저수지,1
백현육교,1
남곡리,1
고잔주공7단지,1
가구단지입구,1
e편한세상평택용이.평택남산교회앞,1
소사역,1
부천시청역4번출구.현대백화점.경기예고,1
성안고사거리,1
노진리종점,4
조암리(경유),4
광명우체국,1
대궐터.내각리,2
시장앞,1
탄벌1리마을회관,2
복정동주민센터,3
도덕파크타운,1
의정부교도소,1
대화아파트,1
오이도종합어시장,2
개경촌,1
아름마을.이매고교.효성선경아파트.하나은행,5
서신,1
럭키아파트,2
일산국제컨벤션고교,1
안양3동주민센터,2
송산중학교,1
성포주공11단지,1
안곡중고교,2
조암한라비발디,2
의정부고등학교.법원.검찰청,2
세종아파트,1
화성서부경찰서,1
본오1동주민센터,1
공작마을럭키아파트,2
목동야목농원,2
광명시민체육관,1
고골입구,1
삼익아파트,1
청요사거리,1
산들마을4단지,1
충훈부차고지(경유),1
돌모루슈퍼,2
올림픽기념관,1
여울길,2
걸포사거리.김포우리병원,1
월미동,1
농수산물도매시장,2
브리즈힐.센트리뷰,2
서현역.AK프라자,2
화성시보건소앞,2
인덕원역4호선,1
명문가든,3
신일아파트앞,1
K55정문,1
백암리,1
망포고등학교,1
평택여고,1
위례롯데캐슬.호반베르디움,1
소쌍.동광.e편안세상,1
여천종합철강,2
위례자이아파트,2
성도아파트,1
동백고.호수마을서해그랑블.풍림코아루,1
찬우물,2
사창1리,2
유승아파트,1
와동체육공원사거리,1
에스케이하이닉스,3
소림사,1
법원.검찰청.복사골문화센터.반달마을,1
부천테크노파크1단지100동앞,1
구래환승센터,1
광명초등학교,1
뱅골,2
덕풍현대아파트,1
수면리,4
이충부영아파트,3
군하리.한우마을,1
망월리.전경부대,1
현대2차.선경아파트,3
(구)안성터미널,3
소방서.군서고.여성비전센터,1
라일락마을어린이공원,1
양지마을,1
장암주공2.5단지,1
효성고등학교,4
삼정종합사회복지관,1
유림동.방축,2
공단오거리.공단주유소,1
필봉산등산로,1
성남시환경에너지시설,1
상록골프장,1
홍유릉.금곡동주민센터.남양주고용복지플러스센터,1
송우초교,1
광명성애병원,2
해창1리.우리꽃식물원,1
55사단앞.삼성쉐르빌아파트,1
배곧sk뷰.호반베르디움1차,2
여월휴먼시아4.5단지,1
LG아파트,2
보건소.만안구청,1
식물원건너편,1
대주피오레1단지,3
주식회사경방,1
용수리,6
신도브래뉴아파트,1
밤골.부천산울림청소년수련관,1
별내동주민센터입구.우미린아파트,2
백마역,2
시립수청어린이집,1
시청.용인대역,3
상공회의소,1
송포초교,2
미사강변푸르지오.19단지,2
양문교회,1
시화병원,1
남전2리종점,1
성안고,1
숲속마을입구,2
부항1리,1
평옥,1
광명동굴,1
경기도립과천도서관,2
갈담리,1
위례부영사랑으로후문.위례푸른초등학교,1
대우푸르지오.예당고등학교,4
남태령부대,1
우림아파트,1
충훈2교,4
양주경찰서.이마트,1
정승마을앞,2
단국대.종합실험동,1
토진3리,1
유현마을.신동아아파트,3
푸르지오9단지,1
인정프린스.흥국생명연수원,2
광교중학교.대림e편한세상,2
야탑동경남아너스빌,1
남동구미마을,1
중앙동행정복지센터,1
강남시장,1
경성아파트,2
덕소현대아파트,1
현촌초교앞,2
양지전원마을,2
광성기업,1
하마산,1
삼괴중고교,1
한솔마트,2
안산고등학교,1
평택기계공고사거리,1
미사강변신안인스빌.청아초등학교,1
송정동주민센터.탄벌초교,2
안양컨트리클럽,2
밀목.광주시청앞,3
길성리,2
연수원사거리.라성호텔,1
양벌초교.양벌2리.우림아파트.쌍용2차.대주1차,1
라이프아파트,2
부천역북부,2
행신역,2
도궁초교,1
중앙도서관,2
조원고등학교,6
한양아파트후문,2
고지리,1
시흥동주민센터,1
한맥중공업,2
의류타운사거리,1
성포중학교,1
광교이마트,1
골드프라자,1
도평대주피오래,1
팔당수질개선본부,1
해모로이연아파트,2
보평상부주택,2
영문리,1
자경마을.석수스마트타운,1
궁2.3리입구,1
하대원시장,1
안산문화숲의광장,1
부산동슈퍼,1
테크노파크.아파트동,1
당곡고개,1
군서중학교,3
푸른마을.두산위브,4
상2동행정복지센터,1
논곡동,1
한보라마을7.8단지,5
삼계1리,1
신중동역6번출구.중흥중학교,2
약대오거리,1
삼육대후문.논골.한화아파트,1
중앙시장,1
구군포교,3
중동행정복지센터.시민회관,1
갈매더샵아파트.갈매6단지,1
탄벌동입구,2
안양8동,1
신현3리,1
멱우1리,2
대장공영차고지,1
남정빌라,1
중앙동주민센터,1
도당사거리.북중학교,1
한양대게스트하우스,1
백석초등학교,1
만수철강,2
태평오거리,2
구문천1리진입로,1
천산교회앞,1
신기초등학교,2
만선삼거리,2
석포산업단지,1
고대병원앞,1
경원여객종점,1
비전중학교,1
장등리,1
초당역,1
강씨봉휴양림,2
석운전원마을,1
쌍용.삼익1차아파트,1
벚꽃마을,2
금성백조.영천유,5
고합아파트,3
경기도청북부청사,1
호매실도서관,1
축협원미지점,3
시미곡,2
농협하나로클럽,1
초지두산위브아파트,1
요꼴,2
새터공원,1
지산현대아파트.서울제일병원,2
천천푸르지오상가,2
기계유통단지,1
오포도서관.오포농협,1
송내사회체육관.부천고.부천공고,2
대화페인트앞,1
왕산초등학교,1
오금초등학교,1
대진빌라,1
대명단지,2
청구빌라앞,3
주유소앞.이마트트레이더스,2
남양육리.남양1동,1
스타필드하남,1
수촌,1
메디칼약국,2
청구아파트,2
주공5단지,3
성호시장,1
삼평중학교,2
부천정보산업고,1
어천,4
소방서,1
현대아파트,1
목림삼거리,1
분당동주민센터,1
이동,2
과천초등학교.과천11단지,1
성곡중학교.장애인복지회관,1
쌍용아파트,2
용인대,1
신봉센트레빌5단지,1
단국대학교.죽전야외음악당.성현마을2단지,1
덕풍시장(중),2
사창초등학교,1
중소기업은행,1
신영지웰아파트,1
당동지하차도,1
물왕삼거리,1
르노삼성자동차중앙연구소,1
화접초등학교.별내고등학교,1
오현초등학교,1
한우리아파트,1
야당역.한빛마을5.9단지,1
초당주공3단지후문,1
현대빌라,1
원곡면사무소,1
신일아파트입구,1
해모로아파트.의왕초등학교,5
공도중학교,2
필립스,1
산본래미안아파트,2
단국대.인문관,1
환승센터출입1(경유),2
청북중학교,1
삼동우남아파트,5
뒷말,1
신왕2리.독줄입구,2
석포6리입구,1
태봉.경기약국,1
송내주공5단지,1
솔매마을,1
검복리.남벽수입구,1
주평,1
KT북부천지사.365안전교육장,1
도자박물관.친환경농산물유통센터,1
노진3리,1
한화리조트,2
백토1리,2
기아생활관,1
설봉산입구,2
농성.자동차정비소,1
광명종합터미널,1
석포2리,1
대원중.금광중,1
내리사거리,1
푸른마을동익아파트,1
평택교육지원청,1
한승미르빌아파트,1
일동공원,1
로컬푸드건너편,2
대원칸타빌.모아미래도.유승한내들이든힐즈,1
탄벌부대앞,1
삼보상록마을아파트,1
서현문화의집,1
노마즈하우스.우리은행,1
삼육고교.구리소방서,2
부천우편집중국.부천실업고,2
동국대사범부속영석고등학교,1
고잔역앞,1
정남초등학교,1
이젠,1
정문2리,1
전원마을3단지,1
회덕동벽산아파트,1
명학초교,2
탄현효성주은아파트,1
석수체육공원.자동차학원,2
오산성당,1
향남모아8단지,1
서일대사회교육원.양지리마을회관,1
안산시장애인재활작업장,1
율포마을,1
나누리공원,1
신원마을2.4단지,1
삼립식품,1
현대파크아파트.양우아파트,1
마산초교,2
비전롯데캐슬아파트.비전초교,1
남수원초등학교,2
신일기업,1
우림아파트앞,2
대주2차아파트,2
JLP주유소,1
남양뉴타운1단지,1
기흥농협,3
군포첨단산업단지,2
독정1리,2
북가현,1
칠리저수지,1
광명공업고등학교,2
황산사거리,1
옥길3리,2
신기초등학교후문,1
온정마을,1
풍년마을.김포고(직행),1
제기리.양지말,1
샛별한양아파트,1
철산초등학교,1
도담마을아이파크.죽전휴먼빌,1
신장시장.GS마트,1
대우푸르지오.현대아이파크아파트.오남도서관,1
예비군훈련장,1
궁안마을,3
궁안마을입구,3
중앙주공5단지,1
장승초교.신우.현대.금강아파트,1
장승마을,1
소망빌딩건너편,1
칠괴우림아파트입구,1
극락정사,2
율동공원,1
연꽃마을4단지,1
초당초등학교입구,2
덕소현대아파트,1
스파팰리스리가아파트,2
복지회관,1
효명중고등학교,1
황고개약수터,1
음양1리,1
유통상가,1
5단지517동앞,1
사송동선사교회,1
경기도립과천도서관,1
광명농협,1
신동아아파트,1
수주초등학교,1
군포성당,1
부천남중학교,1
KT부천지사사거리,1
한국교통대학교,3
내리,1
현대맨션,1
동성1차아파트.죽전패션타운,2
참솔마을.월드메르디앙,2
북배산.작은멱골,1
독산마을,1
축협매장,1
삼성아파트,1
덕천초등학교,1
이케아.롯데아울렛고양점,1
부천시청역3번출구.경기예고.현대백화점,2
광주시자원봉사센터입구.서울보증보험,1
중산마을입구.쌍용아파트.실로암병원,1
한양대기숙사앞,4
초부리,1
신도브래뉴아파트,1
오산성당.청학동,1
동막골건너편,1
방주교회,1
안산공원(중),1
소사역.부천성모병원입구,1
새암공원,1
고촌,1
독점마을,2
우성.쌍용스윗닷홈아파트,1
장내중.평내고.남양주소방서,1
본원초등학교맞은편,1
대성산소사거리.터미널.영풍,1
현암마을,3
철산4단지,2
오리서원.충현중학교.광휘고등학교,1
성남시운중도서관,1
농수산물도매시장,1
점섬체육관,2
신성아파트.명지대승차장,3
능곡초교,1
대웅주유소,1
건영2단지,1
배곧고등학교,2
여주종합터미널,2
보산역.보산초등학교입구,1
봉암터미널.봉암리,1
방주교회,1
국제석유,2
미사강변2차푸르지오.미사강변고등학교,1
나염단지입구,1
번천삼거리,1
번천삼거리,1
신안인스빌,1
칠괴우림아파트입구,1
농협신흥지점,1
신촌마을아파트2단지,1
대림아파트,1
청송2.3단지,1
무수막,1
이마트입구,1
늘푸른벽산.서강2차,1
화정동단독주택단지,1
송탄문예회관,1
매화리,2
상두리입구,2
석수아이파크,2
시화중심상가48블럭,1
역곡2동주민센터입구,3
유사1리마을회관,1
율곡,1
광남중학교.청수년수련관,1
두산인프라코어맞은편,1
부성철강,1
동진마을,2
호원동.한주3.4차아파트,1
가운휴먼시아4.5단지,1
은실,1
정명고.경기경영고,1
그린빌라.롤링힐스,1
현진아파트,1
백현고등학교.한라비발디아파트,2
쌍용예가아파트,1
정남중학교,1
경복대,1
반월역,2
늘푸른노인복지관,1
초당초등학교,1
시민회관,2
동원아파트,1
㈜동진쎄미켐,1
마을회관,1
안양대교,2
노루실,1
시민체육광장,1
송전터미널,4
석호초등학교,2
능곡병원,1
코포모,1
마루교차로,1
금이사거리,1
황구,1
원평2리입구,1
서면초.안서중.광명경영회계고,1
기아대교,1
송전초교.송전바이오고교입구,1
U-정보센터,1
배곧호반2차,1
광교한양수자인.호반가든하임,1
우체국,1
귀인동주민센터,1
파발교,1
자동차검사소.산성아파트,1
이화리종점,1
부개역.상동차고지,1
위브더스테이트5단지,2
서현1동주민센터,1
남문매표소앞,1
충훈고교,1
본오동종점,3
북2리,1
서울자동차경매장,1
화산2리,1
구룡터,1
청원4리.막상공원,1
신복2리복동마을,1
중앙도서관,1
태평아파트,2
우림아파트,1
도장,1
뉴고려병원,2
화수1리,1
퇴계원초등학교,1
동방학교,1
광명사거리역.한진아파트,1
부천테크노파크2단지200동앞,1
목련마을한신.맹산생태학습원,1
광교카페거리입구,1
물왕삼거리,1
광명북중고등학교,3
옥길약수터,1
금강아파트,1
신길온천역,1
원곡입구삼거리,1
베르네천,1
해태쇼핑.중산사거리,1
대웅경영개발원,1
철산래미안자이아파트,1
성사고등학교,1
중동시장앞.넘말,1
정자동,1
하이파크시티2.3단지,1
한국보훈복지공단앞,2
상갈파출소,1
용동중학교,1
사우고.김포시청,2
탄현큰마을,1
용이동차고지,1
시흥영업소,1
구미동차고지,1
도평리.남촌풀장.우림.신일.대주아파트입구,1
부천시자원순환센터,1
덕이동로데오거리,1
흥선동행정복지센터,1
신일아파트,1
합정동주공3단지후문앞,1
목감지하차도입구,1
보보스타운,1
표교2리롯데아울렛입구,1
장외리.지긋말,1
종근당바이오,1
신일초교.백제당약국,1
양지농협,1
사곳입구,1
제이엔피,1
무지내동중동마을,1
조암삼거리(경유),1
정심여자정보산업고등학교,2
중앙그린빌아파트,1
옹정리입구,1
신봉센트레빌1단지,1
고잔3차푸르지오,2
쌍용3차.부천테크노파크,2
부대앞,1
덕풍농협,1
풍림3단지정문,1
우림아파트,1
아이아사거리,1
청소년수련원,1
종합운동장사거리,3
호반22단지정문,1
명학대교,1
삼풍전선,2
경일초등학교,1
하천산책로앞,1
선동초교앞,1
요꼴낚시터,2
(구)화성동부경찰서,2
둔전,1
신동초등학교,2
묘봉2리.곽터,1
오야동.신촌동주민센터,1
동부차고지(경유),3
서해그랑블,1
선부고등학교,1
옥길약수터,1
부대앞,1
남문터널,1
본오아파트종점,1
조남초.조남중,1
포곡고등학교,1
영남교(경유),1
분당중앙고등학교,1
한라비발디아파트,3
평촌공고,1
안양사거리.청원놀이터,1
대보산업,1
복지회관.하남경찰서.등기소.마루공원,1
칠보초등학교,1
한성아파트사거리,1
효성백년가약,1
탄벌중학교,1
두현리하삼,1
송산주공1.9단지,1
정천초등학교.천천푸르지오,1
두산아파트.벽산아파트,1
김포풍무푸르지오1차,1
롯데프리미엄아울렛,1
탄벌동우림아파트,1
팰리스카운티.부천서초교입구,1
오포도서관.오포농협,1
광남새마을금고,1
시흥사거리,1
삼천리마을입구,1
현대상가,1
자동차검사소.한주아파트,1
가운지구입구,1
무갑리사거리,1
삼지금속맞은편,1
양지편,1
평택공단후문,1
부천고교.현대아파트,2
양지사거리,1
에이스아파트,1
대우아파트.장곡중학교,1
시흥시청삼거리,2
모란역.모란시장입구.풍생고,3
동부동주민센터,1
동막,1
진위면신리,1
노동리,1
평내신명.대주.금호아파트,1
사동행정복지센터,1
푸른마을주공5단지,1
매산2리앞,1
시곡중학교,1
사능공업사,1
오뚜기식품삼거리,1
시낭운동장,1
화정동단독주택단지,1
도촌초등학교.도촌종합사회복지관,1
새빛초등학교.광교상록자이,2
한원IC,1
어비리.장율,2
덕이중학교,1
상감천마을,1
남양뉴타운4단지,1
수정마을.쌍용예가,1
중산중학교.중산마을5단지,1
육일2리.코스코밸리,1
성남시내버스차고지,1
하안3동주민센터.하안주공7.8단지,1
주북리,1
은석교사거리,1
대양2리,1
용마신현타운3차,1
시흥푸르지오6차1단지후문,1
소사어울마당사거리,1
나이키전원주택입구,1
캐널시티,1
거모동동보아파트,1
사창4리,1
윗내유동.희망양로원,1
요꼴낚시터,1
독점말,1
희망대공원,2
소만마을(중),1
연꽃마을금호아파트,1
기흥구청,1
안성종합운동장,1
거리실,1
갈평입구,2
용마초교,1
대방아파트,1
KT부천지사,1
농수산물시장,1
능실마을16단지,1
송전터미널,1
천리국민주택,1
양수역,1
위례자이,1
두산위브아파트,1
초성4리.법수동,1
환경사업소,1
삼화아파트,1
위시티주상복합단지,1
푸른마을.두산위브,1
지현마을.남양주공고,2
명문가든,1
기영아파트,1
광명시청,1
능곡시장,1
덕풍지구대,1
무태안.대교아파트,1
평내호평역,1
월롱역,1
사랑마을벽산.선경.삼익아파트,1
직동1리.새말,1
신광마을입구.진접센트레빌시티,1
미송아파트,1
원평동주민센터.평택초교,1
문촌마을(중),1
에이스카운티,1
대야미입구,1
위례힐스테이트후문.위례한빛초등학교,1
공단농협사거리,1
수자원공사입구,1
배탈고개.일신건영아파트,2
쌍용예가아파트,1
우성아파트104동앞,1
분당중앙공원,1
의정부지방법원.검찰청앞,1
이곡마을6단지,1
광주하남교육청,1
두창저수지,1
상동역5번출구.상동지하차도,1
상덕,1
용소2리,1
일동한일마트,1
백석7블록,1
보통리입구,1
마명리입구,1
남양휴튼아파트.진접우체국.풍양보건소입구,1
대공원고가교(경유),1
경원여객차고지(경유),1
도로공원,2
신영프로방스.현대물류센타,1
자경마을.석수스마트타운,1
주공1단지,1
지제역차고지,1
장외리.오리골,1
단원마을,1
석수동버스공영차고지,1
원일중학교건너편,1
한아름마을.반달마을,1
미사파출소.종합운동장,1
오이도종합어시장,1
일산병원,1
원당전원마을,1
갈곶동.오산,1
파라다이스아파트앞,1
평내신명.대주.금호아파트,1
삼성아파트.대우아파트,1
신백현초등학교,1
양지마을,2
천리신미주아파트,1
은행동입구,1
등자리,1
삼산체육관역.영상문화단지정문,1
기숙사,1
고려빌라,1
죽산삼거리,1
송담대사거리(경유),1
운악산입구,1
문형3리되치미,1
군포보건소,1
성우2단지아파트,1
상원여중,1
빙그레앞,1
왕산초등학교.모현,1
밀알교회.구리사회복지관,1
검배사거리,1
지엔지,1
동아아파트,1
당동주공아파트,1
옥도골,1
중앙병원입구.송내자이아파트,1
큰골,1
계룡2단지,1
하나로마트,1
삼익아파트,1
양곡주공아파트,1
오성산업단지,1
안양시자원회수시설,1
율동공원,1
독성2리,1
수택고교.SK신일.우남아파트,1
대우아파트,1
동창마을.한진.금호아파트,1
검단산입구.한국애니메이션고교,1
아파트형공장,2
성은식품,1
뉴젠스,2
시화병원,1
문형교차로,1
하안주공513동,1
홈플러스,2
진안사거리,1
천리입구,1
양우아파트,1
성포주공11단지,1
법원리우체국,1
고림고등학교,1
목련마을주공1단지,1
수자인.호반아파트,1
장명초등학교,1
포일운동장앞,1
공구상가.부천천문과학관,1
삼송역사거리.지축차량기지입구,1
서울시립승화원,1
황산,1
한림아파트,1
은하쌍용아파트,1
청실빌라,1
어연1리,1
방혜동입구,1
창말,1
예당마을,1
화산2리,1
서울정밀,1
안산동주민센터,1
